"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"3974",81073,61311,"SOUTHEAST COLORADO HOSPITAL","373 E TENTH AVE","SPRINGFIELD","CO","BACA",7195234501,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","373 E TENTH AVE
SPRINGFIELD, CO
(37.404165, -102.612423)",37254,"Springfield","CO",37.409787,-102.61726
"3975",81082,61321,"MT SAN RAFAEL HOSPITAL","410 BENEDICTA AVENUE","TRINIDAD","CO","LAS ANIMAS",7198469213,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","410 BENEDICTA AVENUE
TRINIDAD, CO
(37.17338, -104.488796)",37261,"Trinidad","CO",37.191882,-104.47809
"3976",81089,61316,"SPANISH PEAKS REGIONAL HEALTH CENTER","23500 US HWY 160","WALSENBURG","CO","HUERFANO",7197385100,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","23500 US HWY 160
WALSENBURG, CO
(37.607688, -104.819786)",37264,"Walsenburg","CO",37.621071,-104.80456
"3977",81101,60008,"SAN LUIS VALLEY HEALTH","106 BLANCA AVE","ALAMOSA","CO","ALAMOSA",7195892511,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","106 BLANCA AVE
ALAMOSA, CO
(37.472378, -105.883712)",37268,"Alamosa","CO",37.471802,-105.83471
"3978",81132,61301,"RIO GRANDE HOSPITAL","310 COUNTY RD 14","DEL NORTE","CO","RIO GRANDE",7196572510,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Not Available","Results are not available for this reporting period","310 COUNTY RD 14
DEL NORTE, CO
(37.674371, -106.36481)",37282,"Del Norte","CO",37.731981,-106.39774
"3979",81140,61308,"SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL","19021 US HWY 285","LA JARA","CO","CONEJOS",7192745121,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","19021 US HWY 285
LA JARA, CO
(37.26375, -105.964095)",37289,"La Jara","CO",37.274108,-106.05178
"3980",81147,61328,"PAGOSA SPRINGS MEDICAL CENTER","95 SOUTH PAGOSA BOULEVARD","PAGOSA SPRINGS","CO","ARCHULETA",9707313700,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","95 SOUTH PAGOSA BOULEVARD
PAGOSA SPRINGS, CO
(37.252776, -107.077219)",37294,"Pagosa Springs","CO",37.241179,-107.11287
"3981",81201,61322,"HEART OF THE ROCKIES REGIONAL MEDICAL CENTER","1000 RUSH DRIVE","SALIDA","CO","CHAFFEE",7195302200,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1000 RUSH DRIVE
SALIDA, CO
(38.543102, -106.007291)",37303,"Salida","CO",38.533464,-106.03468
"3982",81212,60016,"CENTURA HEALTH-ST THOMAS MORE HOSPITAL","1338 PHAY AVE","CANON CITY","CO","FREMONT",7192852000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1338 PHAY AVE
CANON CITY, CO
(38.455747, -105.230264)",37306,"Canon City","CO",38.464212,-105.27973
"3983",81230,61320,"GUNNISON VALLEY HOSPITAL","711 N TAYLOR STREET","GUNNISON","CO","GUNNISON",9706411456,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","711 N TAYLOR STREET
GUNNISON, CO
(38.551089, -106.924321)",37317,"Gunnison","CO",38.464132,-106.95776
"3984",81301,60117,"ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LANE","DURANGO","CO","LA PLATA",9702473537,"Acute Care Hospitals","Physician",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","575 RIVERGATE LANE
DURANGO, CO
(37.248889, -107.870774)",37338,"Durango","CO",37.295888,-107.84945
"3985",81301,60013,"MERCY REGIONAL MEDICAL CENTER","1010 THREE SPRINGS BLVD","DURANGO","CO","LA PLATA",9702474311,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"5","","Same as the national average","","Above the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1010 THREE SPRINGS BLVD
DURANGO, CO
(37.235054, -107.824841)",37338,"Durango","CO",37.295888,-107.84945
"3986",81321,61327,"SOUTHWEST MEMORIAL HOSPITAL","1311 N MILDRED RD","CORTEZ","CO","MONTEZUMA",9705656666,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1311 N MILDRED RD
CORTEZ, CO
(37.36214, -108.572739)",37343,"Cortez","CO",37.344985,-108.60355
"3987",81401,60006,"MONTROSE MEMORIAL HOSPITAL","800 S 3RD ST","MONTROSE","CO","MONTROSE",9702492211,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","800 S 3RD ST
MONTROSE, CO
(38.480881, -107.868769)",37356,"Montrose","CO",38.436409,-107.8625
"3988",81416,60071,"DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD STREET","DELTA","CO","DELTA",9708747681,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1501 E 3RD STREET
DELTA, CO
(38.743166, -108.047515)",37364,"Delta","CO",38.733901,-108.08219
"3989",81502,60023,"ST MARYS  MEDICAL CENTER","2635 N 7TH STREET","GRAND JUNCTION","CO","MESA",9702981950,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","2635 N 7TH STREET
GRAND JUNCTION, CO
(39.090604, -108.561439)",37384,"Grand Junction","CO",39.017876,-108.481354
"3990",81505,60054,"COMMUNITY HOSPITAL","2351 G RD","GRAND JUNCTION","CO","MESA",9702566201,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Above the national average","","Below the national average","","2351 G RD
GRAND JUNCTION, CO
(39.106293, -108.617378)",37387,"Grand Junction","CO",39.112514,-108.60506
"3991",81521,61302,"COLORADO CANYONS HOSPITAL AND MEDICAL CENTER","300 WEST OTTLEY AVENUE","FRUITA","CO","MESA",9708589871,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","300 WEST OTTLEY AVENUE
FRUITA, CO
(39.164337, -108.735901)",37392,"Fruita","CO",39.159971,-108.72071
"3992",81601,60075,"VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","GLENWOOD SPRINGS","CO","GARFIELD",9709456535,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1906 BLAKE AVE
GLENWOOD SPRINGS, CO
(39.532859, -107.322794)",37399,"Glenwood Springs","CO",39.533318,-107.32107
"3993",81611,61324,"ASPEN VALLEY HOSPITAL","0401 CASTLE CREEK ROAD","ASPEN","CO","PITKIN",9705441261,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,NA,"4","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","0401 CASTLE CREEK ROAD
ASPEN, CO
(39.190057, -106.837784)",37402,"Aspen","CO",39.196857,-106.8191
"3994",81625,61314,"MEMORIAL HOSPITAL, THE","750 HOSPITAL LOOP","CRAIG","CO","MOFFAT",9708249411,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","750 HOSPITAL LOOP
CRAIG, CO
(40.518288, -107.57863)",37410,"Craig","CO",40.566113,-107.60818
"3995",81641,61325,"PIONEERS MEDICAL CENTER","100 PIONEERS MEDICAL CENTER DRIVE","MEEKER","CO","RIO BLANCO",9708785047,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","100 PIONEERS MEDICAL CENTER DRIVE
MEEKER, CO
",37423,"Meeker","CO",40.042797,-107.92158
"3996",81648,61307,"RANGELY DISTRICT HOSPITAL","225 EAGLE CREST DR","RANGELY","CO","RIO BLANCO",9706755011,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","225 EAGLE CREST DR
RANGELY, CO
(40.083253, -108.80099)",37429,"Rangely","CO",40.011447,-108.77528
"3997",81650,61317,"GRAND RIVER MEDICAL CENTER","501 AIRPORT ROAD","RIFLE","CO","GARFIELD",9706251510,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"4","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","501 AIRPORT ROAD
RIFLE, CO
(39.522587, -107.77201)",37431,"Rifle","CO",39.603225,-107.89755
"3998",81657,60096,"VAIL VALLEY MEDICAL CENTER","181 W MEADOW DRIVE","VAIL","CO","EAGLE",9704762451,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"4","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","181 W MEADOW DRIVE
VAIL, CO
(39.642949, -106.382866)",37437,"Vail","CO",39.634566,-106.37077
"3999",82001,530014,"CHEYENNE REGIONAL MEDICAL CENTER","214 EAST 23RD STREET","CHEYENNE","WY","LARAMIE",3076337600,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"2","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","214 EAST 23RD STREET
CHEYENNE, WY
(41.139789, -104.817036)",37439,"Cheyenne","WY",41.141281,-104.80208
"4000",82072,530025,"IVINSON MEMORIAL HOSPITAL","255 N 30TH","LARAMIE","WY","ALBANY",3077422141,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","255 N 30TH
LARAMIE, WY
(41.31139, -105.557512)",37461,"Laramie","WY",41.344843,-105.58626
"4001",82201,531305,"PLATTE COUNTY MEMORIAL HOSPITAL","201 14TH STREET","WHEATLAND","WY","PLATTE",3073223636,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"3","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","201 14TH STREET
WHEATLAND, WY
(42.04981, -104.960221)",37468,"Wheatland","WY",42.038694,-105.05069
"4002",82225,531314,"NIOBRARA HEALTH & LIFE CENTER","921 SOUTH BALLANCEE AVENUE","LUSK","WY","NIOBRARA",3073344000,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","921 SOUTH BALLANCEE AVENUE
LUSK, WY
(42.753273, -104.446082)",37481,"Lusk","WY",43.034269,-104.35784
"4003",82240,531307,"COMMUNITY HOSPITAL","2000 CAMPBELL DRIVE","TORRINGTON","WY","GOSHEN",3075324181,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","2000 CAMPBELL DRIVE
TORRINGTON, WY
(42.081765, -104.191509)",37485,"Torrington","WY",42.119328,-104.19228
"4004",82301,531316,"MEMORIAL HOSPITAL OF CARBON COUNTY","2221 WEST ELM STREET","RAWLINS","WY","CARBON",3073242221,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","2221 WEST ELM STREET
RAWLINS, WY
(41.786763, -107.260673)",37489,"Rawlins","WY",41.971581,-107.29475
"4005",82401,531306,"WASHAKIE MEDICAL CENTER","400 SOUTH 15TH STREET","WORLAND","WY","WASHAKIE",3073473221,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","400 SOUTH 15TH STREET
WORLAND, WY
(44.013755, -107.948409)",37504,"Worland","WY",43.993124,-107.97365
"4006",82410,531301,"SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL","388 US HIGHWAY 20 SOUTH","BASIN","WY","BIG HORN",3075683311,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","388 US HIGHWAY 20 SOUTH
BASIN, WY
(44.434449, -108.049007)",37505,"Basin","WY",44.369517,-108.04905
"4007",82414,531312,"WEST PARK HOSPITAL DISTRICT","707 SHERIDAN AVENUE","CODY","WY","PARK",3075782488,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","707 SHERIDAN AVENUE
CODY, WY
(44.526025, -109.073577)",37508,"Cody","WY",44.566114,-109.20826
"4008",82431,531309,"NORTH BIG HORN HOSPITAL DISTRICT","1115 LANE 12","LOVELL","WY","BIG HORN",3075485200,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1115 LANE 12
LOVELL, WY
(44.825799, -108.390688)",37517,"Lovell","WY",44.791974,-108.32833
"4009",82435,531310,"POWELL VALLEY HOSPITAL","777 AVENUE H","POWELL","WY","PARK",3077542267,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","777 AVENUE H
POWELL, WY
(44.756557, -108.770629)",37521,"Powell","WY",44.789953,-108.86789
"4010",82443,531304,"HOT SPRINGS COUNTY MEMORIAL HOSPITAL","150 EAST ARAPAHOE","THERMOPOLIS","WY","HOT SPRINGS",3078643121,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","150 EAST ARAPAHOE
THERMOPOLIS, WY
(43.647432, -108.19959)",37525,"Thermopolis","WY",43.694009,-108.31942
"4011",82501,530008,"SAGEWEST HEALTH CARE","2100 W SUNSET DR","RIVERTON","WY","FREMONT",3078564161,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","2100 W SUNSET DR
RIVERTON, WY
(43.033667, -108.418654)",37527,"Riverton","WY",43.013826,-108.34879
"4012",82601,530012,"WYOMING MEDICAL CENTER","1233 EAST 2ND ST","CASPER","WY","NATRONA",3075777201,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","1233 EAST 2ND ST
CASPER, WY
(42.848718, -106.308753)",37538,"Casper","WY",42.896822,-106.29799
"4013",82605,530033,"MOUNTAIN VIEW REGIONAL HOSPITAL","6550 EAST 2ND STREET","CASPER","WY","NATRONA",3079958100,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","6550 EAST 2ND STREET
CASPER, WY
(42.839692, -106.226041)",37541,"Casper","WY",42.966192,-106.807047
"4014",82609,530034,"SUMMIT MEDICAL CENTER","6350 E 2ND STREET","CASPER","WY","NATRONA",3072326600,"Acute Care Hospitals","Physician",FALSE,NA,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","6350 E 2ND STREET
CASPER, WY
(42.8402, -106.229362)",37542,"Casper","WY",42.844915,-106.27255
"4015",82633,531302,"MEMORIAL HOSPITAL OF CONVERSE COUNTY","111 SOUTH 5TH STREET","DOUGLAS","WY","CONVERSE",3073582122,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"3","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","111 SOUTH 5TH STREET
DOUGLAS, WY
(42.758805, -105.381279)",37547,"Douglas","WY",42.935874,-105.37303
"4016",82701,531303,"WESTON COUNTY HEALTH SERVICES","1124 WASHINGTON BOULEVARD","NEWCASTLE","WY","WESTON",3077464491,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1124 WASHINGTON BOULEVARD
NEWCASTLE, WY
(43.848747, -104.188756)",37560,"Newcastle","WY",43.738237,-104.44387
"4017",82716,530002,"CAMPBELL COUNTY MEMORIAL HOSPITAL","501 SOUTH BURMA AVENUE","GILLETTE","WY","CAMPBELL",3076881551,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"2","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","501 SOUTH BURMA AVENUE
GILLETTE, WY
(44.289846, -105.519557)",37568,"Gillette","WY",44.356533,-105.52661
"4018",82729,531311,"CROOK COUNTY HOSPITAL","713 OAK STREET","SUNDANCE","WY","CROOK",3072833501,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","713 OAK STREET
SUNDANCE, WY
(44.40883, -104.373596)",37576,"Sundance","WY",44.376421,-104.398
"4019",82801,530006,"SHERIDAN MEMORIAL HOSPITAL","1401 W 5TH ST","SHERIDAN","WY","SHERIDAN",3076721044,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","1401 W 5TH ST
SHERIDAN, WY
(44.807425, -106.97557)",37581,"Sheridan","WY",44.801249,-106.96782
"4020",82834,531308,"JOHNSON COUNTY HEALTHCARE CENTER","497 WEST LOTT","BUFFALO","WY","JOHNSON",3076845521,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","497 WEST LOTT
BUFFALO, WY
(44.349788, -106.707248)",37585,"Buffalo","WY",44.301141,-106.67638
"4021",82901,530035,"ASPEN MOUNTAIN MEDICAL CENTER","4401 COLLEGE DRIVE","ROCK SPRINGS","WY","SWEETWATER",3074482758,"Acute Care Hospitals","Proprietary",FALSE,NA,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","4401 COLLEGE DRIVE
ROCK SPRINGS, WY
",37595,"Rock Springs","WY",41.594542,-109.16304
